ID: 1, Category: car
Time: 16:00:50, Position: (801.5,264.0), Speed: 1.1666666666666667
Time: 16:00:53, Position: (798.0,264.0), Speed: 1.0540925533894598
Time: 16:00:56, Position: (795.0,263.0), Speed: 0.23570226039551587
Time: 16:00:59, Position: (794.5,262.5), Speed: 2.6100766272276377
Time: 16:01:01, Position: (789.5,261.0), Speed: 2.3048861143232218
Time: 16:01:03, Position: (786.0,258.0), Speed: 2.2150056433336687
Time: 16:01:07, Position: (783.5,249.5), Speed: 1.5206906325745548
Time: 16:01:09, Position: (783.0,246.5), Speed: 3.4801021696368504
Time: 16:01:12, Position: (780.0,236.5), Speed: 15.890248582070704
Time: 16:01:14, Position: (751.0,249.5), Speed: 3.468108674447469
Time: 16:01:17, Position: (759.5,243.5), Speed: 3.020761493398643
Time: 16:01:19, Position: (765.0,241.0), Speed: 2.4267032964268394
Time: 16:01:22, Position: (763.0,248.0), Speed: 2.0155644370746373
Time: 16:01:24, Position: (761.0,251.5), Speed: 7.301540933255117
Time: 16:01:26, Position: (752.0,263.0), Speed: 1.6414763002993507
Time: 16:01:29, Position: (754.0,267.5), Speed: 1.25
Time: 16:01:31, Position: (752.0,266.0), Speed: 2.358495283014151
Time: 16:01:33, Position: (748.0,268.5), Speed: 1.9002923751652299
Time: 16:01:36, Position: (743.5,272.0), Speed: 0.9013878188659973
Time: 16:01:38, Position: (742.0,273.0), Speed: 2.3392781412696997
Time: 16:01:41, Position: (735.0,273.5), Speed: 1.2747548783981961
Time: 16:01:43, Position: (732.5,273.0), Speed: 1.1666666666666667
Time: 16:01:46, Position: (729.0,273.0), Speed: 0.75
Time: 16:01:48, Position: (727.5,273.0), Speed: 3.0184617127124724
Time: 16:01:51, Position: (718.5,272.0), Speed: 1.0307764064044151
Time: 16:01:53, Position: (716.5,272.5), Speed: 3.5
Time: 16:01:55, Position: (709.5,272.5), Speed: 1.0137937550497031
Time: 16:01:58, Position: (712.5,273.0), Speed: 4.5069390943299865
Time: 16:02:00, Position: (704.0,276.0), Speed: 0.7905694150420949
Time: 16:02:02, Position: (702.5,275.5), Speed: 4.272001872658765
Time: 16:02:04, Position: (694.5,272.5), Speed: 1.2747548783981961
Time: 16:02:06, Position: (697.0,272.0), Speed: 3.824264635194589
Time: 16:02:08, Position: (689.5,270.5), Speed: 2.0138409955990952
Time: 16:02:11, Position: (687.0,276.0), Speed: 3.8078865529319543
Time: 16:02:13, Position: (680.0,279.0), Speed: 1.118033988749895
Time: 16:02:16, Position: (683.0,280.5), Speed: 4.5
Time: 16:02:18, Position: (674.0,280.5), Speed: 0.6666666666666666
Time: 16:02:21, Position: (672.0,280.5), Speed: 3.5089172119045497
Time: 16:02:23, Position: (665.0,280.0), Speed: 1.0
Time: 16:02:25, Position: (667.0,280.0), Speed: 2.838231060987734
Time: 16:02:28, Position: (658.5,279.5), Speed: 2.2638462845343543
Time: 16:02:30, Position: (654.0,279.0), Speed: 3.2882366094914763
Time: 16:02:32, Position: (647.5,278.0), Speed: 0.6666666666666666
Time: 16:02:35, Position: (649.5,278.0), Speed: 3.5355339059327378
Time: 16:02:37, Position: (642.5,277.0), Speed: 0.7071067811865476
Time: 16:02:39, Position: (641.5,276.0), Speed: 3.3354160160315836
Time: 16:02:41, Position: (635.0,274.5), Speed: 1.0
Time: 16:02:44, Position: (638.0,274.5), Speed: 3.640054944640259
Time: 16:02:46, Position: (631.0,272.5), Speed: 0.7071067811865475
Time: 16:02:49, Position: (629.5,271.0), Speed: 3.25
Time: 16:02:51, Position: (623.5,268.5), Speed: 1.5206906325745548
Time: 16:02:53, Position: (626.5,268.0), Speed: 2.5873624493766707
Time: 16:02:56, Position: (619.0,266.0), Speed: 1.2133516482134197
Time: 16:02:59, Position: (618.0,262.5), Speed: 2.692582403567252
Time: 16:03:02, Position: (610.5,259.5), Speed: 3.1622776601683795
Time: 16:03:03, Position: (613.5,258.5), Speed: 5.836308764964376
Time: 16:03:05, Position: (602.0,256.5), Speed: 5.522680508593631
Time: 16:03:06, Position: (596.5,256.0), Speed: 15.074813431681335
Time: 16:03:07, Position: (581.5,254.5), Speed: 0.5

ID: 7, Category: person
Time: 10:44:44, Position: (303.0,279.0), Speed: 1.1524430571616109
Time: 10:44:48, Position: (298.5,278.0), Speed: 2.3570226039551585
Time: 10:44:51, Position: (291.5,277.0), Speed: 0.5
Time: 10:44:54, Position: (290.0,277.0), Speed: 2.1081851067789197
